,V1_count,V1_geod,V1_max,alpha,beta,depth,ffa_count,ffa_geod,ffa_max,ffg_count,ffg_geod,ffg_max,gof,hemi,model,n_tasks,ns,power,source_max,subject
4637,0.0,6.550570218605681,0.290596110339395,5,0.3,0.9,0.1111111111111111,2.0680571089709208,0.4245892095682038,0.4444444444444444,2.1254534891691046,1.0,0.006382384569409316,rh,mwe-S16,16.0,2317.0,1.0,0.290602181037854,sub018
4638,0.4444444444444444,1.8995041531705839,0.9584713264391737,5,0.3,0.9,0.0,7.579052562266121,0.1809672501633291,0.0,7.041329679991808,0.23340123037815347,0.01893180119071647,lh,mwe-S16,16.0,2304.0,1.0,0.3093379959301106,sub019
4639,0.0,12.031964434325536,0.62103222573642,5,0.3,0.9,0.0,6.427319492716618,0.22525509315710415,0.1111111111111111,7.5530460941258735,0.6853707967294591,0.01893180119071647,rh,mwe-S16,16.0,2317.0,1.0,0.32274100163156183,sub019
4640,0.2222222222222222,3.6220221251225926,0.1275594592197485,1,0.3,0.9,0.2222222222222222,4.737220272777207,0.13189968754864476,0.4444444444444444,4.2947059348381735,0.13189968754864476,0.013980837064843099,lh,mwe-S16,16.0,2280.0,1.0,0.045565975146034825,sub002
4641,0.1111111111111111,7.057147847197248,0.3008994608881839,1,0.3,0.9,0.0,1.4266227330063956,0.01453385164341535,0.2222222222222222,2.1679399161300625,0.28463669302655226,0.013980837064843099,rh,mwe-S16,16.0,2275.0,1.0,0.31434668345130556,sub002
4642,0.2222222222222222,3.284828595702478,0.07072529333102573,1,0.3,0.9,0.1111111111111111,4.80229617966564,0.07977711671106123,0.2222222222222222,4.210603266822559,0.08277209888437476,-0.02877448031743679,lh,mwe-S16,16.0,2280.0,1.0,0.04934614102746728,sub003
4643,0.1111111111111111,4.5291211721855476,0.16555033677447373,1,0.3,0.9,0.0,3.718158522188088,0.016776177652443047,0.2222222222222222,2.759328737995354,0.26083100557344796,-0.02877448031743679,rh,mwe-S16,16.0,2275.0,1.0,0.2918317735472386,sub003
4644,0.3333333333333333,3.284828595702478,0.09449331838953062,1,0.3,0.9,0.2222222222222222,4.80229617966564,0.25971647049481866,0.2222222222222222,4.210603266822559,0.25971647049481866,0.011525849127141274,lh,mwe-S16,16.0,2280.0,1.0,0.18335226623295547,sub004
4645,0.1111111111111111,6.550570218605681,0.18435261061857375,1,0.3,0.9,0.0,2.0680571089709208,0.010212760597389434,0.3333333333333333,2.1254534891691046,1.0,0.011525849127141274,rh,mwe-S16,16.0,2275.0,1.0,0.5647445139081363,sub004
4646,0.2222222222222222,3.370639803834222,0.12145720467031743,1,0.3,0.9,0.2222222222222222,4.935872813911077,0.12684206879920937,0.2222222222222222,4.420365362872493,0.12684206879920937,0.006850244014742102,lh,mwe-S16,16.0,2280.0,1.0,0.040593594007556265,sub006
4647,0.0,4.319452389662052,0.18395543031786607,1,0.3,0.9,0.0,3.715886863036098,0.06439305783689078,0.2222222222222222,2.4825882718058803,0.43425155443574753,0.006850244014742102,rh,mwe-S16,16.0,2275.0,1.0,0.20251647813475426,sub006
